T,d,phase
0.1,1.0,1D-like
0.202,1.0,1D-like
0.304,1.0,1D-like
0.406,1.0,1D-like
0.508,1.0,1D-like
0.61,1.0,1D-like
0.712,1.0,1D-like
0.814,1.0,1D-like
0.916,1.0,1D-like
1.018,1.0,1D-like
1.12,1.0,1D-like
1.222,1.0,1D-like
1.324,1.0,1D-like
1.427,1.0,1D-like
1.529,1.0,1D-like
1.631,1.0,1D-like
1.733,1.0,1D-like
1.835,1.0,1D-like
1.937,1.0,1D-like
2.039,1.0,1D-like
2.141,1.0,1D-like
2.243,1.0,1D-like
2.345,1.0,1D-like
2.447,1.0,1D-like
2.549,1.0,1D-like
2.651,1.0,1D-like
2.753,1.0,1D-like
2.855,1.0,1D-like
2.957,1.0,1D-like
3.059,1.0,1D-like
3.161,1.0,1D-like
3.263,1.0,1D-like
3.365,1.0,1D-like
3.467,1.0,1D-like
3.569,1.0,1D-like
3.671,1.0,1D-like
3.773,1.0,1D-like
3.876,1.0,1D-like
3.978,1.0,1D-like
4.08,1.0,1D-like
4.182,1.0,1D-like
4.284,1.0,1D-like
4.386,1.0,1D-like
4.488,1.0,1D-like
4.59,1.0,1D-like
4.692,1.0,1D-like
4.794,1.0,1D-like
4.896,1.0,1D-like
4.998,1.0,1D-like
5.1,1.0,1D-like
0.1,1.071,1D-like
0.202,1.071,1D-like
0.304,1.071,1D-like
0.406,1.071,1D-like
0.508,1.071,1D-like
0.61,1.071,1D-like
0.712,1.071,1D-like
0.814,1.071,1D-like
0.916,1.071,1D-like
1.018,1.071,1D-like
1.12,1.071,1D-like
1.222,1.071,1D-like
1.324,1.071,1D-like
1.427,1.071,1D-like
1.529,1.071,1D-like
1.631,1.071,1D-like
1.733,1.071,1D-like
1.835,1.071,1D-like
1.937,1.071,1D-like
2.039,1.071,1D-like
2.141,1.071,1D-like
2.243,1.071,1D-like
2.345,1.071,1D-like
2.447,1.071,1D-like
2.549,1.071,1D-like
2.651,1.071,1D-like
2.753,1.071,1D-like
2.855,1.071,1D-like
2.957,1.071,1D-like
3.059,1.071,1D-like
3.161,1.071,1D-like
3.263,1.071,1D-like
3.365,1.071,1D-like
3.467,1.071,1D-like
3.569,1.071,1D-like
3.671,1.071,1D-like
3.773,1.071,1D-like
3.876,1.071,1D-like
3.978,1.071,1D-like
4.08,1.071,1D-like
4.182,1.071,1D-like
4.284,1.071,1D-like
4.386,1.071,1D-like
4.488,1.071,1D-like
4.59,1.071,1D-like
4.692,1.071,1D-like
4.794,1.071,1D-like
4.896,1.071,1D-like
4.998,1.071,1D-like
5.1,1.071,1D-like
0.1,1.143,1D-like
0.202,1.143,1D-like
0.304,1.143,1D-like
0.406,1.143,1D-like
0.508,1.143,1D-like
0.61,1.143,1D-like
0.712,1.143,1D-like
0.814,1.143,1D-like
0.916,1.143,1D-like
1.018,1.143,1D-like
1.12,1.143,1D-like
1.222,1.143,1D-like
1.324,1.143,1D-like
1.427,1.143,1D-like
1.529,1.143,1D-like
1.631,1.143,1D-like
1.733,1.143,1D-like
1.835,1.143,1D-like
1.937,1.143,1D-like
2.039,1.143,1D-like
2.141,1.143,1D-like
2.243,1.143,1D-like
2.345,1.143,1D-like
2.447,1.143,1D-like
2.549,1.143,1D-like
2.651,1.143,1D-like
2.753,1.143,1D-like
2.855,1.143,1D-like
2.957,1.143,1D-like
3.059,1.143,1D-like
3.161,1.143,1D-like
3.263,1.143,1D-like
3.365,1.143,1D-like
3.467,1.143,1D-like
3.569,1.143,1D-like
3.671,1.143,1D-like
3.773,1.143,1D-like
3.876,1.143,1D-like
3.978,1.143,1D-like
4.08,1.143,1D-like
4.182,1.143,1D-like
4.284,1.143,1D-like
4.386,1.143,1D-like
4.488,1.143,1D-like
4.59,1.143,1D-like
4.692,1.143,1D-like
4.794,1.143,1D-like
4.896,1.143,1D-like
4.998,1.143,1D-like
5.1,1.143,1D-like
0.1,1.214,1D-like
0.202,1.214,1D-like
0.304,1.214,1D-like
0.406,1.214,1D-like
0.508,1.214,1D-like
0.61,1.214,1D-like
0.712,1.214,1D-like
0.814,1.214,1D-like
0.916,1.214,1D-like
1.018,1.214,1D-like
1.12,1.214,1D-like
1.222,1.214,1D-like
1.324,1.214,1D-like
1.427,1.214,1D-like
1.529,1.214,1D-like
1.631,1.214,1D-like
1.733,1.214,1D-like
1.835,1.214,1D-like
1.937,1.214,1D-like
2.039,1.214,1D-like
2.141,1.214,1D-like
2.243,1.214,1D-like
2.345,1.214,1D-like
2.447,1.214,1D-like
2.549,1.214,1D-like
2.651,1.214,1D-like
2.753,1.214,1D-like
2.855,1.214,1D-like
2.957,1.214,1D-like
3.059,1.214,1D-like
3.161,1.214,1D-like
3.263,1.214,1D-like
3.365,1.214,1D-like
3.467,1.214,1D-like
3.569,1.214,1D-like
3.671,1.214,1D-like
3.773,1.214,1D-like
3.876,1.214,1D-like
3.978,1.214,1D-like
4.08,1.214,1D-like
4.182,1.214,1D-like
4.284,1.214,1D-like
4.386,1.214,1D-like
4.488,1.214,1D-like
4.59,1.214,1D-like
4.692,1.214,1D-like
4.794,1.214,1D-like
4.896,1.214,1D-like
4.998,1.214,1D-like
5.1,1.214,1D-like
0.1,1.286,1D-like
0.202,1.286,1D-like
0.304,1.286,1D-like
0.406,1.286,1D-like
0.508,1.286,1D-like
0.61,1.286,1D-like
0.712,1.286,1D-like
0.814,1.286,1D-like
0.916,1.286,1D-like
1.018,1.286,1D-like
1.12,1.286,1D-like
1.222,1.286,1D-like
1.324,1.286,1D-like
1.427,1.286,1D-like
1.529,1.286,1D-like
1.631,1.286,1D-like
1.733,1.286,1D-like
1.835,1.286,1D-like
1.937,1.286,1D-like
2.039,1.286,1D-like
2.141,1.286,1D-like
2.243,1.286,1D-like
2.345,1.286,1D-like
2.447,1.286,1D-like
2.549,1.286,1D-like
2.651,1.286,1D-like
2.753,1.286,1D-like
2.855,1.286,1D-like
2.957,1.286,1D-like
3.059,1.286,1D-like
3.161,1.286,1D-like
3.263,1.286,1D-like
3.365,1.286,1D-like
3.467,1.286,1D-like
3.569,1.286,1D-like
3.671,1.286,1D-like
3.773,1.286,1D-like
3.876,1.286,1D-like
3.978,1.286,1D-like
4.08,1.286,1D-like
4.182,1.286,1D-like
4.284,1.286,1D-like
4.386,1.286,1D-like
4.488,1.286,1D-like
4.59,1.286,1D-like
4.692,1.286,1D-like
4.794,1.286,1D-like
4.896,1.286,1D-like
4.998,1.286,1D-like
5.1,1.286,1D-like
0.1,1.357,1D-like
0.202,1.357,1D-like
0.304,1.357,1D-like
0.406,1.357,1D-like
0.508,1.357,1D-like
0.61,1.357,1D-like
0.712,1.357,1D-like
0.814,1.357,1D-like
0.916,1.357,1D-like
1.018,1.357,1D-like
1.12,1.357,1D-like
1.222,1.357,1D-like
1.324,1.357,1D-like
1.427,1.357,1D-like
1.529,1.357,1D-like
1.631,1.357,1D-like
1.733,1.357,1D-like
1.835,1.357,1D-like
1.937,1.357,1D-like
2.039,1.357,1D-like
2.141,1.357,1D-like
2.243,1.357,1D-like
2.345,1.357,1D-like
2.447,1.357,1D-like
2.549,1.357,1D-like
2.651,1.357,1D-like
2.753,1.357,1D-like
2.855,1.357,1D-like
2.957,1.357,1D-like
3.059,1.357,1D-like
3.161,1.357,1D-like
3.263,1.357,1D-like
3.365,1.357,1D-like
3.467,1.357,1D-like
3.569,1.357,1D-like
3.671,1.357,1D-like
3.773,1.357,1D-like
3.876,1.357,1D-like
3.978,1.357,1D-like
4.08,1.357,1D-like
4.182,1.357,1D-like
4.284,1.357,1D-like
4.386,1.357,1D-like
4.488,1.357,1D-like
4.59,1.357,1D-like
4.692,1.357,1D-like
4.794,1.357,1D-like
4.896,1.357,1D-like
4.998,1.357,1D-like
5.1,1.357,1D-like
0.1,1.429,1D-like
0.202,1.429,1D-like
0.304,1.429,1D-like
0.406,1.429,1D-like
0.508,1.429,1D-like
0.61,1.429,1D-like
0.712,1.429,1D-like
0.814,1.429,1D-like
0.916,1.429,1D-like
1.018,1.429,1D-like
1.12,1.429,1D-like
1.222,1.429,1D-like
1.324,1.429,1D-like
1.427,1.429,1D-like
1.529,1.429,1D-like
1.631,1.429,1D-like
1.733,1.429,1D-like
1.835,1.429,1D-like
1.937,1.429,1D-like
2.039,1.429,1D-like
2.141,1.429,1D-like
2.243,1.429,1D-like
2.345,1.429,1D-like
2.447,1.429,1D-like
2.549,1.429,1D-like
2.651,1.429,1D-like
2.753,1.429,1D-like
2.855,1.429,1D-like
2.957,1.429,1D-like
3.059,1.429,1D-like
3.161,1.429,1D-like
3.263,1.429,1D-like
3.365,1.429,1D-like
3.467,1.429,1D-like
3.569,1.429,1D-like
3.671,1.429,1D-like
3.773,1.429,1D-like
3.876,1.429,1D-like
3.978,1.429,1D-like
4.08,1.429,1D-like
4.182,1.429,1D-like
4.284,1.429,1D-like
4.386,1.429,1D-like
4.488,1.429,1D-like
4.59,1.429,1D-like
4.692,1.429,1D-like
4.794,1.429,1D-like
4.896,1.429,1D-like
4.998,1.429,1D-like
5.1,1.429,1D-like
0.1,1.5,1D-like
0.202,1.5,1D-like
0.304,1.5,1D-like
0.406,1.5,1D-like
0.508,1.5,1D-like
0.61,1.5,1D-like
0.712,1.5,1D-like
0.814,1.5,1D-like
0.916,1.5,1D-like
1.018,1.5,1D-like
1.12,1.5,1D-like
1.222,1.5,1D-like
1.324,1.5,1D-like
1.427,1.5,1D-like
1.529,1.5,1D-like
1.631,1.5,1D-like
1.733,1.5,1D-like
1.835,1.5,1D-like
1.937,1.5,1D-like
2.039,1.5,1D-like
2.141,1.5,1D-like
2.243,1.5,1D-like
2.345,1.5,1D-like
2.447,1.5,1D-like
2.549,1.5,1D-like
2.651,1.5,1D-like
2.753,1.5,1D-like
2.855,1.5,1D-like
2.957,1.5,1D-like
3.059,1.5,1D-like
3.161,1.5,1D-like
3.263,1.5,1D-like
3.365,1.5,1D-like
3.467,1.5,1D-like
3.569,1.5,1D-like
3.671,1.5,1D-like
3.773,1.5,1D-like
3.876,1.5,1D-like
3.978,1.5,1D-like
4.08,1.5,1D-like
4.182,1.5,1D-like
4.284,1.5,1D-like
4.386,1.5,1D-like
4.488,1.5,1D-like
4.59,1.5,1D-like
4.692,1.5,1D-like
4.794,1.5,1D-like
4.896,1.5,1D-like
4.998,1.5,1D-like
5.1,1.5,1D-like
0.1,1.571,1D-like
0.202,1.571,1D-like
0.304,1.571,1D-like
0.406,1.571,1D-like
0.508,1.571,1D-like
0.61,1.571,1D-like
0.712,1.571,1D-like
0.814,1.571,1D-like
0.916,1.571,1D-like
1.018,1.571,1D-like
1.12,1.571,1D-like
1.222,1.571,1D-like
1.324,1.571,1D-like
1.427,1.571,1D-like
1.529,1.571,1D-like
1.631,1.571,1D-like
1.733,1.571,1D-like
1.835,1.571,1D-like
1.937,1.571,1D-like
2.039,1.571,1D-like
2.141,1.571,1D-like
2.243,1.571,1D-like
2.345,1.571,1D-like
2.447,1.571,1D-like
2.549,1.571,1D-like
2.651,1.571,1D-like
2.753,1.571,1D-like
2.855,1.571,1D-like
2.957,1.571,1D-like
3.059,1.571,1D-like
3.161,1.571,1D-like
3.263,1.571,1D-like
3.365,1.571,1D-like
3.467,1.571,1D-like
3.569,1.571,1D-like
3.671,1.571,1D-like
3.773,1.571,1D-like
3.876,1.571,1D-like
3.978,1.571,1D-like
4.08,1.571,1D-like
4.182,1.571,1D-like
4.284,1.571,1D-like
4.386,1.571,1D-like
4.488,1.571,1D-like
4.59,1.571,1D-like
4.692,1.571,1D-like
4.794,1.571,1D-like
4.896,1.571,1D-like
4.998,1.571,1D-like
5.1,1.571,1D-like
0.1,1.643,1D-like
0.202,1.643,1D-like
0.304,1.643,1D-like
0.406,1.643,1D-like
0.508,1.643,1D-like
0.61,1.643,1D-like
0.712,1.643,1D-like
0.814,1.643,1D-like
0.916,1.643,1D-like
1.018,1.643,1D-like
1.12,1.643,1D-like
1.222,1.643,1D-like
1.324,1.643,1D-like
1.427,1.643,1D-like
1.529,1.643,1D-like
1.631,1.643,1D-like
1.733,1.643,1D-like
1.835,1.643,1D-like
1.937,1.643,1D-like
2.039,1.643,1D-like
2.141,1.643,1D-like
2.243,1.643,1D-like
2.345,1.643,1D-like
2.447,1.643,1D-like
2.549,1.643,1D-like
2.651,1.643,1D-like
2.753,1.643,1D-like
2.855,1.643,1D-like
2.957,1.643,1D-like
3.059,1.643,1D-like
3.161,1.643,1D-like
3.263,1.643,1D-like
3.365,1.643,1D-like
3.467,1.643,1D-like
3.569,1.643,1D-like
3.671,1.643,1D-like
3.773,1.643,1D-like
3.876,1.643,1D-like
3.978,1.643,1D-like
4.08,1.643,1D-like
4.182,1.643,1D-like
4.284,1.643,1D-like
4.386,1.643,1D-like
4.488,1.643,1D-like
4.59,1.643,1D-like
4.692,1.643,1D-like
4.794,1.643,1D-like
4.896,1.643,1D-like
4.998,1.643,1D-like
5.1,1.643,1D-like
0.1,1.714,1D-like
0.202,1.714,1D-like
0.304,1.714,1D-like
0.406,1.714,1D-like
0.508,1.714,1D-like
0.61,1.714,1D-like
0.712,1.714,1D-like
0.814,1.714,1D-like
0.916,1.714,1D-like
1.018,1.714,1D-like
1.12,1.714,1D-like
1.222,1.714,1D-like
1.324,1.714,1D-like
1.427,1.714,1D-like
1.529,1.714,1D-like
1.631,1.714,1D-like
1.733,1.714,1D-like
1.835,1.714,1D-like
1.937,1.714,1D-like
2.039,1.714,1D-like
2.141,1.714,1D-like
2.243,1.714,1D-like
2.345,1.714,1D-like
2.447,1.714,1D-like
2.549,1.714,1D-like
2.651,1.714,1D-like
2.753,1.714,1D-like
2.855,1.714,1D-like
2.957,1.714,1D-like
3.059,1.714,1D-like
3.161,1.714,1D-like
3.263,1.714,1D-like
3.365,1.714,1D-like
3.467,1.714,1D-like
3.569,1.714,1D-like
3.671,1.714,1D-like
3.773,1.714,1D-like
3.876,1.714,1D-like
3.978,1.714,1D-like
4.08,1.714,1D-like
4.182,1.714,1D-like
4.284,1.714,1D-like
4.386,1.714,1D-like
4.488,1.714,1D-like
4.59,1.714,1D-like
4.692,1.714,1D-like
4.794,1.714,1D-like
4.896,1.714,1D-like
4.998,1.714,1D-like
5.1,1.714,1D-like
0.1,1.786,1D-like
0.202,1.786,1D-like
0.304,1.786,1D-like
0.406,1.786,1D-like
0.508,1.786,1D-like
0.61,1.786,1D-like
0.712,1.786,1D-like
0.814,1.786,1D-like
0.916,1.786,1D-like
1.018,1.786,1D-like
1.12,1.786,1D-like
1.222,1.786,1D-like
1.324,1.786,1D-like
1.427,1.786,1D-like
1.529,1.786,1D-like
1.631,1.786,1D-like
1.733,1.786,1D-like
1.835,1.786,1D-like
1.937,1.786,1D-like
2.039,1.786,1D-like
2.141,1.786,1D-like
2.243,1.786,1D-like
2.345,1.786,1D-like
2.447,1.786,1D-like
2.549,1.786,1D-like
2.651,1.786,1D-like
2.753,1.786,1D-like
2.855,1.786,1D-like
2.957,1.786,1D-like
3.059,1.786,1D-like
3.161,1.786,1D-like
3.263,1.786,1D-like
3.365,1.786,1D-like
3.467,1.786,1D-like
3.569,1.786,1D-like
3.671,1.786,1D-like
3.773,1.786,1D-like
3.876,1.786,1D-like
3.978,1.786,1D-like
4.08,1.786,1D-like
4.182,1.786,1D-like
4.284,1.786,1D-like
4.386,1.786,1D-like
4.488,1.786,1D-like
4.59,1.786,1D-like
4.692,1.786,1D-like
4.794,1.786,1D-like
4.896,1.786,1D-like
4.998,1.786,1D-like
5.1,1.786,1D-like
0.1,1.857,1D-like
0.202,1.857,1D-like
0.304,1.857,1D-like
0.406,1.857,1D-like
0.508,1.857,1D-like
0.61,1.857,1D-like
0.712,1.857,1D-like
0.814,1.857,1D-like
0.916,1.857,1D-like
1.018,1.857,1D-like
1.12,1.857,1D-like
1.222,1.857,1D-like
1.324,1.857,1D-like
1.427,1.857,1D-like
1.529,1.857,1D-like
1.631,1.857,1D-like
1.733,1.857,1D-like
1.835,1.857,1D-like
1.937,1.857,1D-like
2.039,1.857,1D-like
2.141,1.857,1D-like
2.243,1.857,1D-like
2.345,1.857,1D-like
2.447,1.857,1D-like
2.549,1.857,1D-like
2.651,1.857,1D-like
2.753,1.857,1D-like
2.855,1.857,1D-like
2.957,1.857,1D-like
3.059,1.857,1D-like
3.161,1.857,1D-like
3.263,1.857,1D-like
3.365,1.857,1D-like
3.467,1.857,1D-like
3.569,1.857,1D-like
3.671,1.857,1D-like
3.773,1.857,1D-like
3.876,1.857,1D-like
3.978,1.857,1D-like
4.08,1.857,1D-like
4.182,1.857,1D-like
4.284,1.857,1D-like
4.386,1.857,1D-like
4.488,1.857,1D-like
4.59,1.857,1D-like
4.692,1.857,1D-like
4.794,1.857,1D-like
4.896,1.857,1D-like
4.998,1.857,1D-like
5.1,1.857,1D-like
0.1,1.929,1D-like
0.202,1.929,1D-like
0.304,1.929,1D-like
0.406,1.929,1D-like
0.508,1.929,1D-like
0.61,1.929,1D-like
0.712,1.929,1D-like
0.814,1.929,1D-like
0.916,1.929,1D-like
1.018,1.929,1D-like
1.12,1.929,1D-like
1.222,1.929,1D-like
1.324,1.929,1D-like
1.427,1.929,1D-like
1.529,1.929,1D-like
1.631,1.929,1D-like
1.733,1.929,1D-like
1.835,1.929,1D-like
1.937,1.929,1D-like
2.039,1.929,1D-like
2.141,1.929,1D-like
2.243,1.929,1D-like
2.345,1.929,1D-like
2.447,1.929,1D-like
2.549,1.929,1D-like
2.651,1.929,1D-like
2.753,1.929,1D-like
2.855,1.929,1D-like
2.957,1.929,1D-like
3.059,1.929,1D-like
3.161,1.929,1D-like
3.263,1.929,1D-like
3.365,1.929,1D-like
3.467,1.929,1D-like
3.569,1.929,1D-like
3.671,1.929,1D-like
3.773,1.929,1D-like
3.876,1.929,1D-like
3.978,1.929,1D-like
4.08,1.929,1D-like
4.182,1.929,1D-like
4.284,1.929,1D-like
4.386,1.929,1D-like
4.488,1.929,1D-like
4.59,1.929,1D-like
4.692,1.929,1D-like
4.794,1.929,1D-like
4.896,1.929,1D-like
4.998,1.929,1D-like
5.1,1.929,1D-like
0.1,2.0,Quantum
0.202,2.0,Quantum
0.304,2.0,Quantum
0.406,2.0,Quantum
0.508,2.0,Quantum
0.61,2.0,Quantum
0.712,2.0,Quantum
0.814,2.0,Quantum
0.916,2.0,Quantum
1.018,2.0,Thermal
1.12,2.0,Thermal
1.222,2.0,Thermal
1.324,2.0,Thermal
1.427,2.0,Thermal
1.529,2.0,Thermal
1.631,2.0,Thermal
1.733,2.0,Thermal
1.835,2.0,Thermal
1.937,2.0,Thermal
2.039,2.0,Thermal
2.141,2.0,Thermal
2.243,2.0,Thermal
2.345,2.0,Thermal
2.447,2.0,Thermal
2.549,2.0,Thermal
2.651,2.0,Thermal
2.753,2.0,Thermal
2.855,2.0,Thermal
2.957,2.0,Thermal
3.059,2.0,Thermal
3.161,2.0,Thermal
3.263,2.0,Thermal
3.365,2.0,Thermal
3.467,2.0,Thermal
3.569,2.0,Thermal
3.671,2.0,Thermal
3.773,2.0,Thermal
3.876,2.0,Thermal
3.978,2.0,Thermal
4.08,2.0,Thermal
4.182,2.0,Thermal
4.284,2.0,Thermal
4.386,2.0,Thermal
4.488,2.0,Thermal
4.59,2.0,Thermal
4.692,2.0,Thermal
4.794,2.0,Thermal
4.896,2.0,Thermal
4.998,2.0,Thermal
5.1,2.0,Thermal
0.1,2.071,Quantum
0.202,2.071,Quantum
0.304,2.071,Quantum
0.406,2.071,Quantum
0.508,2.071,Quantum
0.61,2.071,Quantum
0.712,2.071,Quantum
0.814,2.071,Quantum
0.916,2.071,Quantum
1.018,2.071,Thermal
1.12,2.071,Thermal
1.222,2.071,Thermal
1.324,2.071,Thermal
1.427,2.071,Thermal
1.529,2.071,Thermal
1.631,2.071,Thermal
1.733,2.071,Thermal
1.835,2.071,Thermal
1.937,2.071,Thermal
2.039,2.071,Thermal
2.141,2.071,Thermal
2.243,2.071,Thermal
2.345,2.071,Thermal
2.447,2.071,Thermal
2.549,2.071,Thermal
2.651,2.071,Thermal
2.753,2.071,Thermal
2.855,2.071,Thermal
2.957,2.071,Thermal
3.059,2.071,Thermal
3.161,2.071,Thermal
3.263,2.071,Thermal
3.365,2.071,Thermal
3.467,2.071,Thermal
3.569,2.071,Thermal
3.671,2.071,Thermal
3.773,2.071,Thermal
3.876,2.071,Thermal
3.978,2.071,Thermal
4.08,2.071,Thermal
4.182,2.071,Thermal
4.284,2.071,Thermal
4.386,2.071,Thermal
4.488,2.071,Thermal
4.59,2.071,Thermal
4.692,2.071,Thermal
4.794,2.071,Thermal
4.896,2.071,Thermal
4.998,2.071,Thermal
5.1,2.071,Thermal
0.1,2.143,Quantum
0.202,2.143,Quantum
0.304,2.143,Quantum
0.406,2.143,Quantum
0.508,2.143,Quantum
0.61,2.143,Quantum
0.712,2.143,Quantum
0.814,2.143,Quantum
0.916,2.143,Quantum
1.018,2.143,Thermal
1.12,2.143,Thermal
1.222,2.143,Thermal
1.324,2.143,Thermal
1.427,2.143,Thermal
1.529,2.143,Thermal
1.631,2.143,Thermal
1.733,2.143,Thermal
1.835,2.143,Thermal
1.937,2.143,Thermal
2.039,2.143,Thermal
2.141,2.143,Thermal
2.243,2.143,Thermal
2.345,2.143,Thermal
2.447,2.143,Thermal
2.549,2.143,Thermal
2.651,2.143,Thermal
2.753,2.143,Thermal
